Description,Index,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging,GeneralComments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
"In the row that goes blue, yellow, yellow, green, green, yellow, pick up the first yellow that touches the green.",681,Configuration_13_v2.png,human,2,0:00:53,"I tried to imagine myself sitting as the person in the chair and go for simplicity and number of colors. For example, if there's only two blue blocks on the left and right side respectively, I instructed to pick up the right blue block. ",I thought it was challenging when there were bunches of blocks in circular arrangements. It was hard to instruct the person and I'm not sure I was able to give a good direction.,Really fun!,32,female,Bakery Manager,>20,Right,1,1,1,7,5,,251
Pick the Yellow Block which has the majority of its left side touched by a green block.,319,Configuration_13_v2.png,human,2,0:01:00,Generally I try to stick to something that is very obvious so the robot will not be confused.  Such as having it grab the certain colored brick closest to the Robot.,It was not super challenging in any way.  Sometimes the wording of instructions was tricky without being too wordy.,Really enjoyed it.  Thanks for posting it!,30,male,Chief Technology Officer,>20,Right,1,3,,7,7,I have seen some Pharmaceutical Robots when I worked in a Pharmacy several years ago.  It automatically filled the prescriptions by going to the dispenser and filling the bottle.,89
Pickup the yellow block that is near the middle and nearest to the green blocks.,1221,Configuration_13_v2.png,human,2,0:00:36,I try to say a color and then where the block is positioned to the rest of that color.,The most challenging was when the block was near other blocks of the same color and not much of an outlier.,,31,male,,>20,Right,1,6,4,6,6,Building stuff in mechanical engineering courses.,75
of the four yellow block in the center pick up the one on your top right,747,Configuration_13_v2.png,human,3,0:00:42,not that i noticed,not too easy or too difficult.,,25,male,customer service,>20,Right,1,4,4,4,4,no,91
I would ask them to pick the fourth block on that's in front of them.,1465,Configuration_13_v2.png,human,1,0:00:39,No.,I was sort of challenging but nothing I couldn't handle.,Thanks!,31,male,Photographer,15-20,Right,1,5,3,5,5,Yes. The experience was amusing.,901
"On your left hand side, count 2 blocks, then grab the one immediately after it.",1529,Configuration_13_v2.png,human,3,0:00:58,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"Pick up the yellow block closest to you, that is next to a green block.",965,Configuration_13_v2.png,robot,3,0:00:45,"I separated the table into the robot's left and side sides, as well as close to it or close to me.","It was pretty easy as a whole, but there were a few difficult questions.  It was difficult phrasing some of the positions so that it was easy to understand.",,24,male,Accountant,>20,Right,1,1,1,7,7,I have not.,230
pick up the closest yellow cube to you that is touching a green cube,571,Configuration_13_v2.png,robot,1,0:00:49,i used closest and furthest often.,the most challenging aspect was trying to find the easiest way to describe the cube i wanted the robot to choose.,one of the images did not load properly..this was extremely fun and cool..thanks,36,male,concierge,>20,Right,1,2,2,7,5,"i seen the robot that sweeps your floor, thats about it",30
Pick up the yellow block that is directly right of the bottom green block.,1384,Configuration_13_v2.png,robot,2,0:00:28,"No specific strategy, just trying to explain it as well as I could.",Some parts were a little tricky but it wasn't too challenging.,,29,male,Construction,>20,Right,1,3,2,7,5,I can't recall being close to a robot in person.,910
yellow block right in the middle surrounded by many blocks.,5,Configuration_13_v2.png,robot,1,0:00:24,no strategy,explaining it right was the most challenging and whether it would understand it or not,great and interesting hit,24,male,mturk,>20,Right,1,2,2,5,4,no such experience,216
Pick up the yellow block that is exactly 3rd in order of distance from you,869,Configuration_13_v2.png,robot,1,0:00:46,I used other blocks of the same color as reference points,"I found it quite challenging, and kept hoping that the robot could see color.","This was very interesting.  Thank you, and good luck with your  research!",38,male,sign maker,>20,Right,1,2,2,4,5,"No, I have never seen a 'real' robot in person.",12
Pick up the yellow block just to the right of both green blocks,1348,Configuration_13_v2.png,robot,3,0:00:26,Seeing how many other same colored blocks were on the table per trial.,Somewhat challenging. It was harder to instruct on trials where there were more of the same colored blocks.,,25,female,Freelance Web Services,>20,Left,1,1,1,3,4,Not at all,914
Pick up the yellow block in the cluster of four yellow blocks that is adjacent to the green block.,373,Configuration_13_v2.png,robot,2,0:01:07,"My strategy was to identify the block color, and location as to left-right and nearest-furthest. After that, I went for the relationship to nearby blocks.",The most challenging aspect was trying to distinguish blocks of the same color in clear English.,"1. I think I wrote down the wrong block color in one of my answers; it was a difficult question and I was looking at a number of different blocks trying to formulate my answer.

2. I notice the difficulty scale had to be clicked twice; once to bring it into focus, and once to make the selection. I am worried that sometimes my selection was not recorded.

3. Thank you for the opportunity, this was an interesting task!",40,male,"Operations Specialist, Provincial Government",>20,Right,1,2,2,6,7,I have not seen robots in person.,86
Pick up the yellow block  to the left of the green block farthest from you.,1544,Configuration_13_v2.png,robot,2,0:00:48,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the yellow block directly to the right of the green block that is closest to you.,767,Configuration_13_v2.png,robot,2,0:00:23,"I tried to use four quadrants close, far, left, and right.","Some were far more challenging than others, others were fairly simple and easy to take care of.",N/A thanks!,27,male,CFO,>20,Right,1,2,4,6,2,"No, I have not.",226
Pick up the yellow block that is closest to the green block nearest to you.,1482,Configuration_13_v2.png,robot,2,0:00:38,I just tried to be consistent in my instructions.,Specifying a block in the middle of a group of similarly colored ones was hard.,none,31,male,systems administrator,>20,Right,1,1,1,7,5,,906
Pick up the yellow block that is closest to a green block.,913,Configuration_13_v2.png,robot,2,0:01:50,Using proximity for any blocks that were not outliers was my most used strategy.,It was mildly challenging. The hardest part was dealing with blocks nearer to the middle.,,34,male,Manager,>20,Right,1,3,3,7,7,No.,18
Pick up the yellow block that is touching sides with a green block.,1520,Configuration_13_v2.png,robot,4,0:00:25,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
